期号,日期,开奖号码
23204,2023-08-02,"['0', '1', '4']"
23203,2023-08-01,"['1', '4', '0']"
23202,2023-07-31,"['7', '5', '8']"
23201,2023-07-30,"['7', '3', '4']"
23200,2023-07-29,"['5', '1', '4']"
23199,2023-07-28,"['7', '2', '3']"
23198,2023-07-27,"['0', '7', '9']"
23197,2023-07-26,"['3', '0', '7']"
23196,2023-07-25,"['8', '0', '0']"
23195,2023-07-24,"['3', '6', '7']"
23194,2023-07-23,"['3', '0', '3']"
23193,2023-07-22,"['4', '1', '9']"
23192,2023-07-21,"['2', '1', '4']"
23191,2023-07-20,"['3', '6', '0']"
23190,2023-07-19,"['6', '0', '0']"
23189,2023-07-18,"['0', '7', '0']"
23188,2023-07-17,"['2', '8', '4']"
23187,2023-07-16,"['7', '6', '5']"
23186,2023-07-15,"['7', '0', '7']"
23185,2023-07-14,"['4', '6', '8']"
23184,2023-07-13,"['9', '6', '4']"
23183,2023-07-12,"['8', '0', '6']"
23182,2023-07-11,"['1', '2', '1']"
23181,2023-07-10,"['7', '7', '9']"
23180,2023-07-09,"['6', '8', '7']"
23179,2023-07-08,"['4', '9', '9']"
23178,2023-07-07,"['7', '1', '1']"
23177,2023-07-06,"['7', '0', '9']"
23176,2023-07-05,"['0', '7', '1']"
23175,2023-07-04,"['2', '8', '0']"
23174,2023-07-03,"['8', '2', '9']"
23173,2023-07-02,"['0', '1', '3']"
23172,2023-07-01,"['7', '8', '0']"
23171,2023-06-30,"['2', '2', '5']"
23170,2023-06-29,"['0', '8', '2']"
23169,2023-06-28,"['7', '2', '1']"
23168,2023-06-27,"['9', '3', '3']"
23167,2023-06-26,"['1', '9', '0']"
23166,2023-06-25,"['1', '2', '8']"
23165,2023-06-24,"['2', '5', '1']"
23164,2023-06-23,"['2', '1', '5']"
23163,2023-06-22,"['1', '2', '7']"
23162,2023-06-21,"['0', '9', '4']"
23161,2023-06-20,"['5', '3', '6']"
23160,2023-06-19,"['3', '9', '3']"
23159,2023-06-18,"['3', '1', '9']"
23158,2023-06-17,"['4', '4', '7']"
23157,2023-06-16,"['7', '8', '6']"
23156,2023-06-15,"['2', '5', '1']"
23155,2023-06-14,"['8', '5', '3']"
23154,2023-06-13,"['4', '3', '3']"
23153,2023-06-12,"['7', '5', '0']"
23152,2023-06-11,"['3', '1', '8']"
23151,2023-06-10,"['3', '8', '3']"
23150,2023-06-09,"['0', '3', '9']"
23149,2023-06-08,"['0', '2', '5']"
23148,2023-06-07,"['3', '3', '6']"
23147,2023-06-06,"['8', '6', '3']"
23146,2023-06-05,"['5', '8', '7']"
23145,2023-06-04,"['8', '8', '3']"
23144,2023-06-03,"['5', '6', '3']"
23143,2023-06-02,"['8', '4', '8']"
23142,2023-06-01,"['1', '6', '7']"
23141,2023-05-31,"['7', '4', '3']"
23140,2023-05-30,"['0', '9', '3']"
23139,2023-05-29,"['4', '2', '9']"
23138,2023-05-28,"['4', '4', '0']"
23137,2023-05-27,"['7', '9', '1']"
23136,2023-05-26,"['9', '2', '9']"
23135,2023-05-25,"['4', '6', '7']"
23134,2023-05-24,"['2', '2', '0']"
23133,2023-05-23,"['4', '3', '4']"
23132,2023-05-22,"['0', '1', '0']"
23131,2023-05-21,"['5', '8', '3']"
23130,2023-05-20,"['5', '2', '1']"
23129,2023-05-19,"['3', '3', '4']"
23128,2023-05-18,"['8', '1', '0']"
23127,2023-05-17,"['1', '1', '0']"
23126,2023-05-16,"['9', '8', '4']"
23125,2023-05-15,"['5', '5', '8']"
23124,2023-05-14,"['0', '7', '1']"
23123,2023-05-13,"['5', '5', '7']"
23122,2023-05-12,"['8', '2', '7']"
23121,2023-05-11,"['6', '6', '8']"
23120,2023-05-10,"['0', '9', '1']"
23119,2023-05-09,"['0', '5', '6']"
23118,2023-05-08,"['6', '4', '6']"
23117,2023-05-07,"['4', '9', '3']"
23116,2023-05-06,"['9', '2', '0']"
23115,2023-05-05,"['5', '2', '7']"
23114,2023-05-04,"['8', '1', '0']"
23113,2023-05-03,"['2', '2', '4']"
23112,2023-05-02,"['1', '2', '7']"
23111,2023-05-01,"['6', '5', '9']"
23110,2023-04-30,"['4', '3', '3']"
23109,2023-04-29,"['3', '0', '3']"
23108,2023-04-28,"['4', '7', '7']"
23107,2023-04-27,"['5', '1', '9']"
23106,2023-04-26,"['2', '8', '2']"
23105,2023-04-25,"['5', '7', '0']"
23104,2023-04-24,"['6', '4', '3']"
23103,2023-04-23,"['9', '7', '6']"
23102,2023-04-22,"['7', '0', '4']"
23101,2023-04-21,"['5', '3', '1']"
23100,2023-04-20,"['6', '3', '2']"
23099,2023-04-19,"['5', '5', '1']"
23098,2023-04-18,"['2', '2', '3']"
23097,2023-04-17,"['6', '8', '5']"
23096,2023-04-16,"['7', '6', '3']"
23095,2023-04-15,"['4', '8', '8']"
23094,2023-04-14,"['5', '3', '3']"
23093,2023-04-13,"['5', '3', '6']"
23092,2023-04-12,"['8', '8', '3']"
23091,2023-04-11,"['7', '9', '5']"
23090,2023-04-10,"['5', '8', '5']"
23089,2023-04-09,"['9', '4', '0']"
23088,2023-04-08,"['2', '9', '2']"
23087,2023-04-07,"['3', '2', '9']"
23086,2023-04-06,"['9', '1', '5']"
23085,2023-04-05,"['5', '5', '7']"
23084,2023-04-04,"['0', '5', '5']"
23083,2023-04-03,"['0', '2', '4']"
23082,2023-04-02,"['7', '3', '9']"
23081,2023-04-01,"['9', '7', '8']"
23080,2023-03-31,"['4', '8', '4']"
23079,2023-03-30,"['0', '1', '4']"
23078,2023-03-29,"['3', '1', '6']"
23077,2023-03-28,"['2', '0', '9']"
23076,2023-03-27,"['5', '0', '3']"
23075,2023-03-26,"['7', '3', '8']"
23074,2023-03-25,"['0', '7', '1']"
23073,2023-03-24,"['1', '3', '0']"
23072,2023-03-23,"['4', '4', '7']"
23071,2023-03-22,"['0', '1', '7']"
23070,2023-03-21,"['5', '6', '7']"
23069,2023-03-20,"['9', '3', '2']"
23068,2023-03-19,"['3', '6', '6']"
23067,2023-03-18,"['8', '5', '4']"
23066,2023-03-17,"['5', '5', '0']"
23065,2023-03-16,"['4', '6', '8']"
23064,2023-03-15,"['0', '6', '5']"
23063,2023-03-14,"['4', '3', '7']"
23062,2023-03-13,"['0', '0', '6']"
23061,2023-03-12,"['7', '1', '1']"
23060,2023-03-11,"['7', '9', '2']"
23059,2023-03-10,"['5', '1', '8']"
23058,2023-03-09,"['6', '9', '3']"
23057,2023-03-08,"['4', '6', '4']"
23056,2023-03-07,"['1', '0', '8']"
23055,2023-03-06,"['8', '8', '2']"
23054,2023-03-05,"['3', '4', '8']"
23053,2023-03-04,"['3', '6', '4']"
23052,2023-03-03,"['3', '8', '3']"
23051,2023-03-02,"['9', '4', '0']"
23050,2023-03-01,"['7', '1', '4']"
23049,2023-02-28,"['9', '2', '8']"
23048,2023-02-27,"['5', '8', '1']"
23047,2023-02-26,"['5', '7', '8']"
23046,2023-02-25,"['8', '8', '5']"
23045,2023-02-24,"['6', '5', '9']"
23044,2023-02-23,"['0', '8', '2']"
23043,2023-02-22,"['5', '6', '8']"
23042,2023-02-21,"['2', '3', '1']"
23041,2023-02-20,"['6', '0', '8']"
23040,2023-02-19,"['3', '3', '4']"
23039,2023-02-18,"['7', '6', '3']"
23038,2023-02-17,"['0', '9', '1']"
23037,2023-02-16,"['7', '7', '1']"
23036,2023-02-15,"['6', '5', '6']"
23035,2023-02-14,"['6', '4', '9']"
23034,2023-02-13,"['9', '0', '1']"
23033,2023-02-12,"['6', '7', '9']"
23032,2023-02-11,"['0', '9', '0']"
23031,2023-02-10,"['9', '7', '5']"
23030,2023-02-09,"['7', '5', '4']"
23029,2023-02-08,"['4', '9', '9']"
23028,2023-02-07,"['1', '2', '7']"
23027,2023-02-06,"['3', '4', '8']"
23026,2023-02-05,"['6', '6', '5']"
23025,2023-02-04,"['3', '5', '7']"
23024,2023-02-03,"['0', '6', '0']"
23023,2023-02-02,"['3', '4', '2']"
23022,2023-02-01,"['1', '1', '4']"
23021,2023-01-31,"['9', '1', '1']"
23020,2023-01-30,"['4', '8', '8']"
23019,2023-01-29,"['7', '9', '0']"
23018,2023-01-18,"['2', '3', '7']"
23017,2023-01-17,"['1', '7', '2']"
23016,2023-01-16,"['7', '1', '4']"
23015,2023-01-15,"['6', '0', '6']"
23014,2023-01-14,"['0', '2', '2']"
23013,2023-01-13,"['2', '8', '2']"
23012,2023-01-12,"['7', '8', '0']"
23011,2023-01-11,"['0', '8', '3']"
23010,2023-01-10,"['8', '8', '8']"
23009,2023-01-09,"['2', '2', '1']"
23008,2023-01-08,"['9', '7', '2']"
23007,2023-01-07,"['3', '1', '5']"
23006,2023-01-06,"['7', '5', '6']"
23005,2023-01-05,"['4', '2', '0']"
23004,2023-01-04,"['1', '3', '6']"
23003,2023-01-03,"['9', '0', '0']"
23002,2023-01-02,"['0', '7', '0']"
23001,2023-01-01,"['4', '5', '8']"
22351,2022-12-31,"['0', '9', '2']"
22350,2022-12-30,"['2', '8', '6']"
22349,2022-12-29,"['4', '9', '1']"
22348,2022-12-28,"['7', '3', '9']"
22347,2022-12-27,"['9', '2', '5']"
22346,2022-12-26,"['5', '3', '8']"
22345,2022-12-25,"['4', '6', '0']"
22344,2022-12-24,"['2', '0', '9']"
22343,2022-12-23,"['3', '8', '2']"
22342,2022-12-22,"['3', '8', '3']"
22341,2022-12-21,"['0', '8', '4']"
22340,2022-12-20,"['2', '8', '7']"
22339,2022-12-19,"['5', '2', '5']"
22338,2022-12-18,"['4', '1', '6']"
22337,2022-12-17,"['2', '1', '7']"
22336,2022-12-16,"['3', '8', '7']"
22335,2022-12-15,"['0', '1', '4']"
22334,2022-12-14,"['3', '8', '3']"
22333,2022-12-13,"['8', '5', '1']"
22332,2022-12-12,"['4', '2', '2']"
22331,2022-12-11,"['8', '0', '8']"
22330,2022-12-10,"['2', '2', '1']"
22329,2022-12-09,"['1', '6', '7']"
22328,2022-12-08,"['6', '2', '0']"
22327,2022-12-07,"['2', '8', '9']"
22326,2022-12-06,"['2', '8', '9']"
22325,2022-12-05,"['7', '6', '0']"
22324,2022-12-04,"['8', '4', '9']"
22323,2022-12-03,"['7', '1', '2']"
22322,2022-12-02,"['3', '3', '5']"
22321,2022-12-01,"['8', '6', '1']"
22320,2022-11-30,"['7', '4', '7']"
22319,2022-11-29,"['0', '6', '9']"
22318,2022-11-28,"['0', '2', '1']"
22317,2022-11-27,"['2', '6', '8']"
22316,2022-11-26,"['2', '8', '0']"
22315,2022-11-25,"['5', '6', '2']"
22314,2022-11-24,"['7', '1', '5']"
22313,2022-11-23,"['1', '6', '9']"
22312,2022-11-22,"['1', '3', '2']"
22311,2022-11-21,"['6', '8', '2']"
22310,2022-11-20,"['2', '5', '7']"
22309,2022-11-19,"['0', '4', '1']"
22308,2022-11-18,"['2', '1', '6']"
22307,2022-11-17,"['3', '7', '2']"
22306,2022-11-16,"['5', '5', '9']"
22305,2022-11-15,"['0', '4', '8']"
22304,2022-11-14,"['1', '7', '4']"
22303,2022-11-13,"['5', '3', '3']"
22302,2022-11-12,"['8', '7', '5']"
22301,2022-11-11,"['1', '8', '1']"
22300,2022-11-10,"['0', '9', '4']"
22299,2022-11-09,"['2', '9', '9']"
22298,2022-11-08,"['8', '7', '2']"
22297,2022-11-07,"['1', '1', '1']"
22296,2022-11-06,"['0', '0', '9']"
22295,2022-11-05,"['6', '0', '8']"
22294,2022-11-04,"['6', '6', '6']"
22293,2022-11-03,"['3', '8', '5']"
22292,2022-11-02,"['9', '7', '7']"
22291,2022-11-01,"['6', '3', '3']"
22290,2022-10-31,"['8', '3', '7']"
22289,2022-10-30,"['7', '6', '9']"
22288,2022-10-29,"['5', '6', '1']"
22287,2022-10-28,"['7', '4', '6']"
22286,2022-10-27,"['9', '8', '0']"
22285,2022-10-26,"['4', '3', '6']"
22284,2022-10-25,"['7', '5', '2']"
22283,2022-10-24,"['8', '2', '0']"
22282,2022-10-23,"['8', '9', '6']"
22281,2022-10-22,"['1', '0', '1']"
22280,2022-10-21,"['1', '3', '3']"
22279,2022-10-20,"['9', '7', '4']"
22278,2022-10-19,"['4', '9', '2']"
22277,2022-10-18,"['2', '4', '6']"
22276,2022-10-17,"['7', '6', '1']"
22275,2022-10-16,"['0', '5', '9']"
22274,2022-10-15,"['0', '6', '5']"
22273,2022-10-14,"['7', '4', '6']"
22272,2022-10-13,"['3', '2', '9']"
22271,2022-10-12,"['5', '6', '7']"
22270,2022-10-11,"['2', '2', '7']"
22269,2022-10-10,"['3', '7', '5']"
22268,2022-10-09,"['3', '8', '4']"
22267,2022-10-08,"['5', '3', '4']"
22266,2022-10-07,"['2', '1', '0']"
22265,2022-10-06,"['4', '6', '4']"
22264,2022-10-05,"['7', '8', '6']"
22263,2022-09-30,"['3', '3', '5']"
22262,2022-09-29,"['3', '2', '9']"
22261,2022-09-28,"['0', '2', '6']"
22260,2022-09-27,"['4', '6', '9']"
22259,2022-09-26,"['4', '4', '8']"
22258,2022-09-25,"['1', '9', '6']"
22257,2022-09-24,"['7', '9', '2']"
22256,2022-09-23,"['4', '0', '5']"
22255,2022-09-22,"['3', '3', '9']"
22254,2022-09-21,"['7', '3', '5']"
22253,2022-09-20,"['9', '1', '6']"
22252,2022-09-19,"['1', '6', '7']"
22251,2022-09-18,"['1', '2', '4']"
22250,2022-09-17,"['0', '1', '5']"
22249,2022-09-16,"['0', '0', '6']"
22248,2022-09-15,"['0', '4', '9']"
22247,2022-09-14,"['4', '4', '6']"
22246,2022-09-13,"['8', '3', '2']"
22245,2022-09-12,"['8', '4', '6']"
22244,2022-09-11,"['1', '2', '4']"
22243,2022-09-10,"['4', '7', '4']"
22242,2022-09-09,"['0', '8', '9']"
22241,2022-09-08,"['0', '7', '3']"
22240,2022-09-07,"['1', '9', '5']"
22239,2022-09-06,"['2', '8', '9']"
22238,2022-09-05,"['6', '2', '2']"
22237,2022-09-04,"['6', '9', '9']"
22236,2022-09-03,"['8', '8', '5']"
22235,2022-09-02,"['8', '2', '4']"
22234,2022-09-01,"['8', '8', '7']"
22233,2022-08-31,"['8', '6', '7']"
22232,2022-08-30,"['6', '4', '2']"
22231,2022-08-29,"['4', '6', '6']"
22230,2022-08-28,"['9', '0', '1']"
22229,2022-08-27,"['7', '6', '6']"
22228,2022-08-26,"['5', '4', '4']"
22227,2022-08-25,"['6', '1', '3']"
22226,2022-08-24,"['9', '8', '9']"
22225,2022-08-23,"['4', '3', '1']"
22224,2022-08-22,"['8', '9', '7']"
22223,2022-08-21,"['0', '5', '8']"
22222,2022-08-20,"['2', '9', '1']"
22221,2022-08-19,"['2', '4', '6']"
22220,2022-08-18,"['3', '8', '0']"
22219,2022-08-17,"['2', '9', '2']"
22218,2022-08-16,"['7', '4', '5']"
22217,2022-08-15,"['5', '1', '4']"
22216,2022-08-14,"['7', '6', '2']"
22215,2022-08-13,"['0', '6', '2']"
22214,2022-08-12,"['8', '2', '2']"
22213,2022-08-11,"['8', '2', '9']"
22212,2022-08-10,"['6', '4', '4']"
22211,2022-08-09,"['3', '2', '1']"
22210,2022-08-08,"['6', '3', '0']"
22209,2022-08-07,"['3', '5', '6']"
22208,2022-08-06,"['6', '3', '2']"
22207,2022-08-05,"['4', '6', '5']"
22206,2022-08-04,"['2', '2', '2']"
22205,2022-08-03,"['4', '6', '8']"
22204,2022-08-02,"['6', '6', '6']"
22203,2022-08-01,"['6', '2', '9']"
22202,2022-07-31,"['9', '0', '2']"
22201,2022-07-30,"['2', '1', '3']"
22200,2022-07-29,"['3', '0', '3']"
22199,2022-07-28,"['3', '3', '2']"
22198,2022-07-27,"['0', '3', '7']"
22197,2022-07-26,"['9', '3', '0']"
22196,2022-07-25,"['1', '2', '3']"
22195,2022-07-24,"['1', '2', '2']"
22194,2022-07-23,"['7', '8', '0']"
22193,2022-07-22,"['1', '6', '2']"
22192,2022-07-21,"['6', '8', '1']"
22191,2022-07-20,"['2', '1', '0']"
22190,2022-07-19,"['7', '4', '8']"
22189,2022-07-18,"['2', '3', '5']"
22188,2022-07-17,"['4', '8', '1']"
22187,2022-07-16,"['7', '1', '8']"
22186,2022-07-15,"['1', '5', '3']"
22185,2022-07-14,"['5', '4', '5']"
22184,2022-07-13,"['9', '6', '6']"
22183,2022-07-12,"['1', '8', '8']"
22182,2022-07-11,"['4', '0', '6']"
22181,2022-07-10,"['0', '7', '1']"
22180,2022-07-09,"['3', '1', '2']"
22179,2022-07-08,"['9', '4', '6']"
22178,2022-07-07,"['9', '2', '1']"
22177,2022-07-06,"['2', '4', '2']"
22176,2022-07-05,"['4', '1', '6']"
22175,2022-07-04,"['1', '5', '1']"
22174,2022-07-03,"['2', '8', '4']"
22173,2022-07-02,"['5', '4', '6']"
22172,2022-07-01,"['3', '4', '2']"
22171,2022-06-30,"['9', '2', '4']"
22170,2022-06-29,"['7', '8', '9']"
22169,2022-06-28,"['4', '6', '9']"
22168,2022-06-27,"['5', '5', '3']"
22167,2022-06-26,"['2', '9', '9']"
22166,2022-06-25,"['4', '5', '1']"
22165,2022-06-24,"['4', '5', '7']"
22164,2022-06-23,"['1', '8', '9']"
22163,2022-06-22,"['7', '7', '1']"
22162,2022-06-21,"['7', '0', '7']"
22161,2022-06-20,"['5', '0', '7']"
22160,2022-06-19,"['0', '4', '4']"
22159,2022-06-18,"['2', '4', '0']"
22158,2022-06-17,"['8', '9', '1']"
22157,2022-06-16,"['4', '1', '7']"
22156,2022-06-15,"['7', '8', '9']"
22155,2022-06-14,"['0', '5', '7']"
22154,2022-06-13,"['4', '0', '6']"
22153,2022-06-12,"['1', '5', '5']"
22152,2022-06-11,"['0', '4', '4']"
22151,2022-06-10,"['1', '1', '3']"
22150,2022-06-09,"['8', '8', '7']"
22149,2022-06-08,"['4', '6', '4']"
22148,2022-06-07,"['4', '0', '8']"
22147,2022-06-06,"['1', '9', '6']"
22146,2022-06-05,"['1', '9', '4']"
22145,2022-06-04,"['7', '2', '8']"
22144,2022-06-03,"['0', '1', '6']"
22143,2022-06-02,"['1', '5', '8']"
22142,2022-06-01,"['5', '6', '3']"
22141,2022-05-31,"['7', '5', '5']"
22140,2022-05-30,"['2', '7', '7']"
22139,2022-05-29,"['1', '3', '6']"
22138,2022-05-28,"['4', '2', '6']"
22137,2022-05-27,"['2', '4', '4']"
22136,2022-05-26,"['6', '5', '6']"
22135,2022-05-25,"['0', '4', '8']"
22134,2022-05-24,"['2', '2', '9']"
22133,2022-05-23,"['6', '5', '4']"
22132,2022-05-22,"['7', '8', '2']"
22131,2022-05-21,"['2', '6', '6']"
22130,2022-05-20,"['3', '9', '5']"
22129,2022-05-19,"['0', '0', '5']"
22128,2022-05-18,"['8', '4', '3']"
22127,2022-05-17,"['1', '1', '7']"
22126,2022-05-16,"['2', '5', '9']"
22125,2022-05-15,"['2', '6', '4']"
22124,2022-05-14,"['2', '2', '4']"
22123,2022-05-13,"['1', '5', '4']"
22122,2022-05-12,"['3', '5', '7']"
22121,2022-05-11,"['6', '2', '1']"
22120,2022-05-10,"['9', '3', '9']"
22119,2022-05-09,"['0', '4', '6']"
22118,2022-05-08,"['4', '7', '0']"
22117,2022-05-07,"['4', '5', '7']"
22116,2022-05-06,"['7', '0', '7']"
22115,2022-05-05,"['8', '3', '6']"
22114,2022-05-04,"['9', '9', '7']"
22113,2022-05-03,"['6', '5', '3']"
22112,2022-05-02,"['7', '6', '2']"
22111,2022-05-01,"['9', '5', '6']"
22110,2022-04-30,"['8', '9', '3']"
22109,2022-04-29,"['0', '9', '2']"
22108,2022-04-28,"['4', '1', '5']"
22107,2022-04-27,"['0', '6', '4']"
22106,2022-04-26,"['6', '2', '5']"
22105,2022-04-25,"['6', '4', '2']"
22104,2022-04-24,"['0', '8', '3']"
22103,2022-04-23,"['0', '4', '6']"
22102,2022-04-22,"['3', '4', '5']"
22101,2022-04-21,"['1', '2', '4']"
22100,2022-04-20,"['4', '4', '4']"
22099,2022-04-19,"['4', '6', '4']"
22098,2022-04-18,"['9', '1', '5']"
22097,2022-04-17,"['0', '9', '6']"
22096,2022-04-16,"['8', '2', '4']"
22095,2022-04-15,"['1', '4', '0']"
22094,2022-04-14,"['4', '8', '8']"
22093,2022-04-13,"['9', '5', '8']"
22092,2022-04-12,"['8', '1', '8']"
22091,2022-04-11,"['8', '0', '9']"
22090,2022-04-10,"['5', '7', '9']"
22089,2022-04-09,"['8', '4', '4']"
22088,2022-04-08,"['9', '0', '7']"
22087,2022-04-07,"['1', '3', '3']"
22086,2022-04-06,"['9', '3', '5']"
22085,2022-04-05,"['2', '7', '9']"
22084,2022-04-04,"['9', '4', '6']"
22083,2022-04-03,"['3', '2', '8']"
22082,2022-04-02,"['6', '7', '8']"
22081,2022-04-01,"['1', '6', '8']"
22080,2022-03-31,"['4', '5', '0']"
22079,2022-03-30,"['8', '5', '4']"
22078,2022-03-29,"['3', '5', '2']"
22077,2022-03-28,"['9', '1', '8']"
22076,2022-03-27,"['1', '7', '1']"
22075,2022-03-26,"['7', '6', '1']"
22074,2022-03-25,"['0', '8', '9']"
22073,2022-03-24,"['2', '0', '0']"
22072,2022-03-23,"['6', '8', '3']"
22071,2022-03-22,"['3', '7', '1']"
22070,2022-03-21,"['7', '0', '2']"
22069,2022-03-20,"['5', '8', '6']"
22068,2022-03-19,"['7', '1', '7']"
22067,2022-03-18,"['0', '1', '3']"
22066,2022-03-17,"['4', '0', '8']"
22065,2022-03-16,"['9', '9', '4']"
22064,2022-03-15,"['6', '1', '5']"
22063,2022-03-14,"['7', '7', '3']"
22062,2022-03-13,"['8', '9', '2']"
22061,2022-03-12,"['3', '5', '3']"
22060,2022-03-11,"['2', '1', '0']"
22059,2022-03-10,"['5', '9', '2']"
22058,2022-03-09,"['0', '4', '7']"
22057,2022-03-08,"['1', '4', '7']"
22056,2022-03-07,"['0', '9', '9']"
22055,2022-03-06,"['2', '7', '7']"
22054,2022-03-05,"['2', '6', '9']"
22053,2022-03-04,"['5', '6', '6']"
22052,2022-03-03,"['4', '6', '6']"
22051,2022-03-02,"['8', '4', '6']"
22050,2022-03-01,"['0', '7', '0']"
22049,2022-02-28,"['4', '8', '7']"
22048,2022-02-27,"['7', '1', '2']"
22047,2022-02-26,"['8', '1', '5']"
22046,2022-02-25,"['3', '8', '7']"
22045,2022-02-24,"['4', '2', '9']"
22044,2022-02-23,"['5', '3', '8']"
22043,2022-02-22,"['0', '9', '6']"
22042,2022-02-21,"['5', '0', '0']"
22041,2022-02-20,"['5', '3', '3']"
22040,2022-02-19,"['5', '9', '1']"
22039,2022-02-18,"['4', '7', '5']"
22038,2022-02-17,"['3', '9', '3']"
22037,2022-02-16,"['3', '4', '1']"
22036,2022-02-15,"['0', '8', '7']"
22035,2022-02-14,"['4', '0', '2']"
22034,2022-02-13,"['9', '2', '2']"
22033,2022-02-12,"['3', '5', '8']"
22032,2022-02-11,"['7', '0', '3']"
22031,2022-02-10,"['6', '0', '5']"
22030,2022-02-09,"['4', '6', '0']"
22029,2022-02-08,"['1', '3', '4']"
22028,2022-01-28,"['9', '6', '1']"
22027,2022-01-27,"['9', '2', '4']"
22026,2022-01-26,"['6', '1', '8']"
22025,2022-01-25,"['9', '7', '4']"
22024,2022-01-24,"['5', '0', '3']"
22023,2022-01-23,"['4', '8', '9']"
22022,2022-01-22,"['9', '7', '4']"
22021,2022-01-21,"['4', '9', '2']"
22020,2022-01-20,"['5', '1', '5']"
22019,2022-01-19,"['8', '5', '5']"
22018,2022-01-18,"['7', '2', '9']"
22017,2022-01-17,"['5', '1', '5']"
22016,2022-01-16,"['9', '4', '7']"
22015,2022-01-15,"['9', '9', '3']"
22014,2022-01-14,"['7', '8', '8']"
22013,2022-01-13,"['0', '8', '6']"
22012,2022-01-12,"['5', '0', '5']"
22011,2022-01-11,"['0', '7', '3']"
22010,2022-01-10,"['6', '4', '8']"
22009,2022-01-09,"['8', '5', '6']"
22008,2022-01-08,"['8', '4', '2']"
22007,2022-01-07,"['5', '2', '3']"
22006,2022-01-06,"['4', '3', '8']"
22005,2022-01-05,"['8', '7', '1']"
22004,2022-01-04,"['0', '9', '9']"
22003,2022-01-03,"['5', '5', '8']"
22002,2022-01-02,"['2', '8', '7']"
22001,2022-01-01,"['3', '7', '8']"
21351,2021-12-31,"['2', '6', '4']"
21350,2021-12-30,"['1', '3', '5']"
21349,2021-12-29,"['2', '9', '0']"
21348,2021-12-28,"['2', '4', '1']"
21347,2021-12-27,"['8', '3', '9']"
21346,2021-12-26,"['3', '4', '3']"
21345,2021-12-25,"['5', '0', '8']"
21344,2021-12-24,"['0', '4', '6']"
21343,2021-12-23,"['8', '8', '0']"
21342,2021-12-22,"['6', '7', '6']"
21341,2021-12-21,"['7', '0', '3']"
21340,2021-12-20,"['3', '2', '1']"
21339,2021-12-19,"['1', '8', '9']"
21338,2021-12-18,"['2', '4', '4']"
21337,2021-12-17,"['7', '2', '2']"
21336,2021-12-16,"['4', '5', '5']"
21335,2021-12-15,"['1', '1', '0']"
21334,2021-12-14,"['7', '9', '2']"
21333,2021-12-13,"['4', '0', '4']"
21332,2021-12-12,"['9', '3', '4']"
21331,2021-12-11,"['9', '4', '9']"
21330,2021-12-10,"['2', '0', '4']"
21329,2021-12-09,"['1', '3', '1']"
21328,2021-12-08,"['3', '3', '6']"
21327,2021-12-07,"['3', '2', '8']"
21326,2021-12-06,"['4', '6', '1']"
21325,2021-12-05,"['6', '1', '2']"
21324,2021-12-04,"['9', '3', '1']"
21323,2021-12-03,"['4', '5', '4']"
21322,2021-12-02,"['1', '7', '0']"
21321,2021-12-01,"['9', '7', '7']"
21320,2021-11-30,"['9', '4', '0']"
21319,2021-11-29,"['0', '8', '6']"
21318,2021-11-28,"['7', '3', '1']"
21317,2021-11-27,"['3', '5', '5']"
21316,2021-11-26,"['6', '8', '8']"
21315,2021-11-25,"['4', '8', '4']"
21314,2021-11-24,"['1', '9', '4']"
21313,2021-11-23,"['5', '9', '3']"
21312,2021-11-22,"['0', '0', '8']"
21311,2021-11-21,"['8', '0', '5']"
21310,2021-11-20,"['1', '4', '8']"
21309,2021-11-19,"['4', '5', '7']"
21308,2021-11-18,"['8', '3', '8']"
21307,2021-11-17,"['1', '8', '3']"
21306,2021-11-16,"['2', '3', '3']"
21305,2021-11-15,"['1', '5', '6']"
21304,2021-11-14,"['9', '0', '0']"
21303,2021-11-13,"['1', '4', '3']"
21302,2021-11-12,"['9', '2', '5']"
21301,2021-11-11,"['6', '2', '2']"
21300,2021-11-10,"['1', '4', '0']"
21299,2021-11-09,"['8', '8', '8']"
21298,2021-11-08,"['5', '8', '9']"
21297,2021-11-07,"['5', '1', '2']"
21296,2021-11-06,"['4', '6', '8']"
21295,2021-11-05,"['2', '3', '5']"
21294,2021-11-04,"['4', '8', '8']"
21293,2021-11-03,"['4', '2', '0']"
21292,2021-11-02,"['5', '2', '1']"
21291,2021-11-01,"['0', '4', '4']"
21290,2021-10-31,"['4', '8', '9']"
21289,2021-10-30,"['3', '2', '1']"
21288,2021-10-29,"['5', '6', '6']"
21287,2021-10-28,"['7', '7', '0']"
21286,2021-10-27,"['8', '5', '3']"
21285,2021-10-26,"['7', '8', '0']"
21284,2021-10-25,"['5', '0', '4']"
21283,2021-10-24,"['8', '0', '6']"
21282,2021-10-23,"['4', '7', '0']"
21281,2021-10-22,"['5', '9', '7']"
21280,2021-10-21,"['8', '6', '8']"
21279,2021-10-20,"['1', '1', '1']"
21278,2021-10-19,"['1', '5', '7']"
21277,2021-10-18,"['7', '0', '0']"
21276,2021-10-17,"['5', '0', '4']"
21275,2021-10-16,"['2', '7', '6']"
21274,2021-10-15,"['8', '1', '2']"
21273,2021-10-14,"['3', '1', '6']"
21272,2021-10-13,"['0', '2', '8']"
